Genre,Poem
Environment," At midnight in the month of June,I stand beneath the mystic moon.An opiate vapour, dewy, dim,Exhales from out her golden rim,And, softly dripping, drop by"
Environment," Dim vales—and shadowy floods—And cloudy-looking woods,Whose forms we can’t discoverFor the tears that drip all overHuge moons there wax and wane— "
Environment," Fair river! in thy bright, clear flowOf crystal, wandering water,Thou art an emblem of the glowOf beauty—the unhidden heart—"
Environment," In these rapid, restless shadows,Once I walked at eventide,When a gentle, silent maiden,Walked in beauty at my side "
Environment," Kind solace in a dying hour!Such, father, is not (now) my theme—I will not madly deem that powerOf"
Environment," Since the phlox are dying and the daisies with their bright bodies have shattered in the wind,I go out among these last dancers, cutting to the ground the withered asters, the spent stalks of the lilies, the black rose,and see them as they were in spring, the time of eagerness and blossoms, knowing how they will"
Environment,"—for a sixty-seven-pound nugget of Lake Superior copperfound in an Iowa cornfield Before the earliest flute was carved from a vulture’s wing, before we—what few we were— bowed to the moon, the balmy, secular night, you"
Environment,"’Tis the witching time of night,Orbed is the moon and bright,And the Stars they glisten, glisten,Seeming with bright eyes to listen.For what listen they?For a song and for a charm,See they glisten in alarm,And the Moon is waxing warmTo hear what I shall say.Moon! keep wide thy golden ears—Hearken, Stars!"
Environment,"""You ought to have seen what I saw on my way To the village, through Mortenson's pasture to-day: Blueberries as big as the end of your thumb, Real sky-blue, and heavy, and ready to drum In the cavernous pail of the first one to come! "
Environment,"“It is your very self” I tell him. He has never seen me.His quick coin of breath disappears on the glass as it forms: airthat feeds his bones their portionwillingly as it feeds mine.He spends his here,besieged by the dull birds who gather"
Environment,"“O Dreary life!” we cry, “O dreary life!”And still the generations of the birdsSing through our sighing, and the flocks and herdsSerenely live while we are keeping strifeWith Heaven’s true purpose in us, as a knifeAgainst which we may struggle. Ocean girdsUnslackened the dry land: savannah-swardsUnweary sweep: hills watch, unworn;"
Environment,"“river with a valley so shallow it is measured in inches” says McKibben and no longer Ever but shrinking, this marsh-wealth in a buzz of conversing, wing flaps and wind, ringed by housing,"
Environment,"(thee will i praise between those rivers whose white voices pass upon forgetting(fail me not)whose courseless waters are a gloat of silver;o'er whose night three willows wail, a slender dimness in the unshapeful hour making dear moan in tones of stroked flower; let not thy lust one threaded moment lose: haste)the very shadowy sheep float free upon terrific"
Environment,"/1/What forest is there to run to, other than the one within another’s heart?What appears to be deeply rootedis half dead drowning and sucking at the sun./2/I hate to say this"
Environment,"1 The cathedral being builtaround our split level house was so airy, it stretchedso high it was like a cloud of graniteand marble light the house rose up inside. At the time I didn’t notice masons laying coursesof stone ascending, flying buttressespushing back forces that would"
Environment,"10maggie and milly and molly and maywent down to the beach(to play one day)and maggie discovered a shell that sangso sweetly she couldn't remember her troubles,andmilly befriended a stranded star whose rays five languid fingers"
Environment,"A cry was heard among the trees, not a man's, something deeper. The forest extended up one side the mountain and down the other.None wanted to ask what had made the cry. A bird, one wanted to say, although he knew it wasn't a bird. The sun climbed to the mountaintop, and slid back"
Environment,"A humble flower long time I pined Upon the solitary plain, And trembled at the angry wind, And shrunk before the bitter rain. And oh! 'twas in a blessed hour A passing wanderer chanced to see,"
Environment,"A saturated meadow,Sun-shaped and jewel-small, A circle scarcely widerThan the trees around were tall; Where winds were quite excluded,And the air was stifling sweet With the breath of many flowers,— A temple of the heat.These"
Environment,"A Tuesday, day of Tiw,god of war, dawns in darkness.The short holiday day of talking by the fire,floating on snowshoes amongancient self-pollarded maples,visiting, being visited, givinga rain gauge, receiving red socks,watching snow buntings nearly overtheir heads in snow stab at spirtled bitsof sunflower seeds the chickadeeshold with their feet to"
Environment,"A wood near Athens. A Fairy speaks.Over hill, over dale,Thorough bush, thorough brier,Over park, over pale,Thorough flood, thorough fire,I do wander every where,Swifter than the moon's sphere;And I serve the fairy queen,To dew her orbs upon the green:The cowslips tall her pensioners"
Environment,"Above the east horizon,The great red flower of the dawnOpens slowly, petal by petal;The trees emerge from darknessWith ghostly silver leaves,Dew powdered.Now consciousness emergesReluctantly out of tides of sleep;Finding with cold surpriseNo strange new thing to match its dreams,But merely the familiar shapesOf bedpost, window-pane, and wall."
Environment,"Across the dunes, in the waning light, The rising moon pours her amber rays, Through the slumbrous air of the dim, brown night The pungent smell of the seaweed strays—From vast and trackless spacesWhere wind and water meet,"
Environment,"after James McNeill Whistler, 1865There is a dance at water’s edge,a movement between the lake, its sandand the horizon where lake becomes cloud.Between those lines our world’sa thin wash of muted tones, beigeand gray with a hint of white,almost abstract, until the dancersteps out into the pool.She makes the whole"
Environment,"All yesterday it poured, and all night long    I could not sleep; the rain unceasing beatUpon the shingled roof like a weird song,    Upon the grass like running children’s feet.And down the mountains by the dark cloud kissed,    Like a strange shape in filmy veiling dressed,Slid slowly,"
Environment,"Along Ancona's hills the shimmering heat,A tropic tide of air with ebb and flowBathes all the fields of wheat until they glowLike flashing seas of green, which toss and beatAround the vines. The poppies lithe and fleetSeem running, fiery torchmen, to and froTo mark the shore.                        The farmer does not knowThat"
Environment,"Always there is sky after sky waiting to fall.A million brilliant ambers twisting into the thinning October sun, flooding my eyes in a curtain of color. My yard is their landing strip. Today I bow to the power of negative space,the beauty of what’s missing—the hard work of yard"
Environment,"And I behold once moreMy old familiar haunts; here the blue river,The same blue wonder that my infant eyeAdmired, sage doubting whence the traveller came,—Whence brought his sunny bubbles ere he washedThe fragrant flag-roots in my father’s fields,And where thereafter in the world he went.Look, here he is, unaltered, save"
Environment,"Apii dibikong gaashkendamyaan miinawaa goshkoziyaanWhen in the night I am weary and awake wonderingendigwenh waa ezhichigewag bagoji Anishinaabensag odenang,what the wild young Anishinaabeg of the cities will do,mitigwaakiing izhaayaan miinawaa anweshinyaan.into the woods I go and rest.Nimawadishaag zhingwaakwag miinawaa okikaandagoogI visit with the white pines and the jack pines.Nibizindaawaag zhashagiwag"
Environment,"April had covered the hillsWith flickering yellows and reds, The sparkle and coolness of snow"
Environment,"As from dark orchard leaves, from quiet scripts where each shape sends its tendril reaching— circle and line, the swaddled bud, the petiolesprung, an envelope tendered."
Environment,"as is the sea marvelous from god's hands which sent her forth to sleep upon the worldand the earth withers the moon crumbles one by one stars flutter into dustbut the sea does not change and she goes forth out of hands and she returns into handsand is with sleep....love,the"
Environment,"Ask me if I speak for the snail and I will tell youI speak for the snail.                          speak of underneathednessand the welcome of mosses,                                        of life that springs up,little lives that pull back and wait for a moment.I speak for the damselfly, water skeet, mollusk,the caterpillar, the beetle, the spider, the ant.                                                        I"
Environment,"At first a mere thread of a footpath half blotted out by the grasses Sweeping triumphant across it, it wound between hedges of roses"
Environment,"At night the moon shakes the bright dice of the water;And the elders, their flower light as broken snow upon the bush,Repeat the circle of the moon.Within the monthBlack fruit breaks from the white flower.The black-wheeled berries turnWeighing the boughs over the road.There is no harvest.Heavy to withering, the black"
Environment,"At the desk where the boy sat, he sees the Chicago River. It raises its hand. It asks if metaphor should burn. He says fire is the basis for all forms of the mouth. He asks, why did you fill the boy with your going? I didn't know a boy had been added to me,"
Environment,"Because the red osier dogwoodIs the winter lightning,The retention of the prime fireIn the naked and forlorn seasonWhen snow is winner(For he flames quietly above the shivering mouseIn the moldy tunnel,The eggs of the grasshopper awaiting metamorphosisInto the lands of hay and the times of the daisy,The snake contorted in"
Environment,"Bending above the spicy woods which blaze,Arch skies so blue they flash, and hold the sunImmeasurably far; the waters runToo slow, so freighted are the river-waysWith gold of elms and birches from the mazeOf forests. Chestnuts, clicking one by one,Escape from satin burs; her fringes done,The gentian spreads them out"
Environment,"Between forest and field, a thresholdlike stepping from a cathedral into the street— the quality of air alters, an eclipse lifts, boundlessness opens, earth itself retexturedinto weeds where woods once were. Even planes of motion shift from verticalnavigation to horizontal quiescence:there’s a standing invitation to lie back"
Environment,"Blond fireflies amid the summer hedges, how splendid your sunray darting through the darkness! You’ve reminded me of something that has never vanished from my childhood: infinite hope through the fields. I see myself as a child again, feel the unknownrhythm of times past:I a dream I am lying on a girl stuck in my"
Environment,"Bring forth the harp, and let us sweep its fullest, loudest string.The bee below, the bird above, are teaching us to singA song for merry harvest; and the one who will not bearHis grateful part partakes a boon he ill deserves to share.The grasshopper is pouring forth his quick and"
Environment,"By day she woos me, soft, exceeding fair:   But all night as the moon so changeth she;   Loathsome and foul with hideous leprosyAnd subtle serpents gliding in her hair.By day she wooes me to the outer air,   Ripe fruits, sweet flowers, and full satiety:   But through the night, a beast"
Environment,"Children picking through the rocks beside the river on a spring day. What are they looking for? Old green net tangled on broken pilings; a couple embracing on the tumbledown esplanade. Some fishermen drinking beer from tall brown bottles.Broken shells, tire treads, rusted aluminum pull-tabs— downriver, near the sun, the great echoesand the embers"
Environment,"Clumsy at first, fitting together the years we have been apart, and the ways.But as the night passed and the day came, the first fine morning of April,it came clear: the world that has tried us and showed us its joywas our bond when we said nothing. And we allowed it to bewith us, the new green shining. "
Environment,"Cold as a slap, this indigo sea, where we clamber on blonde-fringed rocks, where someone's tarted up the fishing shacks with red paint and artful nets.The sun floats like ice in a highball. Condos train their plate-glass gazes on the horizon, amnesiac to past conspiracies of cloud,storms that shook homes and swallowed boats. Just north, a granite"
Environment,"Come with rain, O loud Southwester!Bring the singer, bring the nester;Give the buried flower a dream;Make the settled snowbank steam;Find the brown beneath the white;But whate’er you do tonight,Bathe my window, make it flow,Melt it as the ice will go;Melt the glass and leave the sticksLike a hermit’s crucifix;Burst into"
Environment,dew grass a fire shine mountain a lung pine cone the bone tsunami rock hawk jaw gravity a fall all consuming a song chirp for sunlight spine daggers cracking the sky an ocean paused in its crashing creature shake trip whistle rustle nut squirrel swish stump thunder or thump thump a swallowing you beautiful urchin you rot mound of moss.
Environment,"Down by the oaks tonight you might still find a musket boys but stay livelyfor the feral cats in the underbrush.In the forest we carved from a stillgreater forest there was the lesser forest we lived in. Have you seen the boys of meansup at the old stone brook, they will say"
Environment,"Evening and the flat land, Rich and sombre and always silent; The miles of fresh-plowed soil, Heavy and black, full of strength and harshness; The growing wheat, the growing weeds, The toiling horses, the tired men; The long empty roads, Sullen fires of sunset, fading, The eternal, unresponsive sky. Against all this, Youth, Flaming like the wild roses, Singing like the"
Environment,"Evening, and all my ghosts come back to me like red banty hens to catalpa limbs and chicken-wired hutches, clucking, clucking, and falling, at last, into their head-under-wing sleep.I think about the field of grass I lay in once, between Omaha and Lincoln.It was summer, I think. The air smelled green, and wands"
Environment,"Every time the bucks went clattering Over Oklahoma A firecat bristled in the way.Wherever they went, They went clattering, Until they swerved, In a swift, circular line, To the right, Because of the firecat.Or until they swerved, In a swift, circular line, To the left, Because of the firecat.The bucks clattered. The firecat went leaping, To the right, to the left, And Bristled in"
Environment,"Except within poetic paleI have not found a nightingale, Nor hearkened in a dusky valeTo song and silence blending; No stock-dove have I ever heard, Nor listened to a cuckoo-bird,Nor seen a lark ascending. But I have felt a pulse-beat startBecause a"
Environment,"Fall, falling, fallen. That's the way the seasonChanges its tense in the long-haired maplesThat dot the road; the veiny hand-shaped leavesRedden on their branches (in a fiery competitionWith the final remaining cardinals) and thenBegin to sidle and float through the air, at lastSettling into"
Environment,"Farewell to the bushy clump close to the river And the flags where the butter-bump hides in for ever;Farewell to the weedy nook, hemmed in by waters; Farewell to the miller's brook and his three bonny daughters; Farewell to them all while in prison I lie— In the prison a thrall sees nought"
Environment,"Faucets drip, and the night plunges to minus     fifteen degrees. Today you stared at a mapof Africa on a school wall and shook your head     at “Yugoslavia” written along the Adriaticcoast near the top—how many times     are lines drawn and redrawn, and to what end?"
Environment,"For Amy LowellWe walked through garden closes Languidly, with dragging Sunday feet, And passed down a long pleached alley, And could remember, as one remembers in a fairy tale, Ladies in brocade, and lovers, and musk. We surprised tall dahlias That shrugged and turned scarlet faces to the breeze.Further still we sauntered under old trees that"
Environment,"For once I fought back, answering Oh yes, someday when a restless muse asserted This golden age needs treatment on the page. It was the strangest lesson— all that ink to make me think shadows were real, this silencewhen one true heart so manifestly was."
Environment,From “Cold Hills”I have lived so long
Environment,"Glinting golden through the trees,Apples of Hesperides! Through the moon-pierced warp of night"
Environment,"Glory be to God for dappled things—For skies of couple-colour as a brinded cow;For rose-moles all in stipple upon trout that swim; Fresh-firecoal chestnut-falls; finches' wings;Landscape plotted and pieced—fold, fallow, and plough; "
Environment,Goaded and harassed in the factoryThat tears our life up into bits of daysTicked off upon a clock
Environment,"Ȟe is a mountain as hé is a horn that comes from a shift in the river, throat to mouth. Followed by sápa, a kind of black sleek in the rise of both. Remember. Ȟe Sápa is not a black hill, not Pahá Sápa, by any name you call it."
Environment,"High up above the open, welcoming door It hangs, a piece of wood with colours dim. Once, long ago, it was a"
Environment,"High up in the apple tree climbing I go, With the sky above me, the earth below. Each branch is the step"
Environment,"Ho, wind of March, speed over sea,     From mountains where the snows lie deep     The cruel glaciers threatening creep,And witness this, my jubilee!Roar from the surf of boreal isles,     Roar from the hidden, jagged steeps,     Where the destroyer never sleeps;Ring through the iceberg’s Gothic piles!Voyage through space with your wild"
Environment,"How fresh, O Lord, how sweet and clean Are Thy returns! ev’n as the flow’rs in Spring,"
Environment,"How still it is! Sunshine itself here fallsIn quiet shafts of light through the high trees Which, arching, make a"
Environment,"Huge vapours brood above the clifted shore,Night o’er the ocean settles, dark and mute,Save where is heard the repercussive roarOf drowsy billows, on the rugged footOf rocks remote; or still more distant toneOf seamen, in the anchored bark, that tellThe watch reliev’d; or one deep voice aloneSinging the hour, and"
Environment,"I always was afraid of Somes's Pond:Not the little pond, by which the willow stands,Where laughing boys catch alewives in their handsIn brown, bright shallows; but the one beyond.There, when the frost makes all the birches burnYellow as cow-lilies, and the pale sky shinesLike a polished shell between black spruce"
Environment,"I am the river of Spavinaw,I am the river of pain; Sadness and gladness must answer my law; Measure for measure I give, and withdraw Back through the hills of the Spavinaw,Hiding away from the plain.I am the river of Spavinaw; "
Environment,"I didn’t mean to stay so lateor lie there in the grassall summer afternoon and thoughtlessas the kite of sun caught in the tree-limbsand the crimson field began to burn,then tilt way.I hung onhandily as night lit up the sky’s black skulland star-flakes fell as if forever—fat white petals of"
Environment,"I feel the breath of the summer night,            Aromatic fire:The trees, the vines, the flowers are astir            With tender desire.The white moths flutter about the lamp,            Enamoured with light;And a thousand creates softly sing            A song to the night!But I am alone, and how can I sing            Praises to thee?Come,"
Environment,"I had no thought of violets of late,      The wild, shy kind that spring beneath your feetIn wistful April days, when lovers mateAnd wander through the fields in raptures sweet.       The thought of violets meant florists’ shops,          And bows and pins, and perfumed papers fine;And garish lights, and mincing little fopsAnd cabarets and"
Environment,"I have taken scales from off The cheeks of the moon. I have made fins from bluejays’ wings, I have made eyes from damsons in the shadow. I have taken flushes from the peachlips in the sun. From all these I have made a fish of heaven for you, Set it swimming on a young October"
Environment,I have wanted other things more than lovers …
Environment,I hid my love when young till ICouldn’t bear the buzzing of a fly
Environment,"I In the evening, love returns,Like a wand’rer ’cross the sea; In the evening, love returnsWith a violet for me; In the evening, life’s a song,"
Environment,"I know a country laced with roads,They join the hills and they span the brooks, They weave like a shuttle"
Environment,"I lie here thinking of you:—the stain of love is upon the world! Yellow, yellow, yellow it eats into the leaves, smears with saffron the horned branches that lean heavily against a smooth purple sky! There is no light only a honey-thick stain that drips from leaf to leaf and limb to limb spoiling the colors of the whole world—you far off there"
Environment,"I love to go out in late Septemberamong the fat, overripe, icy, black blackberriesto eat blackberries for breakfast,the stalks very prickly, a penaltythey earn for knowing the black artof blackberry-making; and as I stand among themlifting the stalks to my mouth, the ripest berriesfall almost unbidden to my tongue,as words"
Environment,"I observe: ""Our sentimental friend the moon!"
Environment,"I own a solace shut within my heart,A garden full of many a quaint delightAnd warm with drowsy,"
Environment,"I shall build me a house where the larkspur blooms In a narrow glade in an alder wood, Where the sunset shadows make violet glooms, And a whip-poor-will calls in eerie mood.I shall lie on a bed"
Environment,I wake tored sand Isleep herecoral brickhooghaan Iwalk thinrabbit brushtrails side-step earlyautumntarantulas pick desertwhite flowerson full days Iinhale fe-male rainI stop wheelsslow sheepbounce dropsheep shitacross highwayspotholedme I grassnothinghere I meta-grass I sleep-walk grassesopen eyes toblue corn skyto cook upstews chunkshalf-chewed thruI am thissalivatingmouth withouthands with-out arms bent downshamelessface to plate tosome origin(al)hunger awarethat
Environment,"I watch a woman take a photoof a flowering tree with her phone.A future where no one will look at it,perpetual trembling which wasn’tand isn’t. I have taken photos of a sunset.In person, “wow” “beautiful”but the picture can only beas interesting as a word repeated until emptied.I think I believe"
Environment,"I will get me to the woodWhere the gods walk garlanded in wisteria,By the silver-blue flood move others with ivory cars.There come forth many maidens                to gather grapes for the leopards, my friend.For there are leopards drawing the cars."
Environment,"I. IN WINTER  Myself Pale mornings, and     I rise.   Still Morning Snow air--my fingers curl.  Awakening New snow, O pine of dawn!  Winter Echo Thin air! My mind is gone.  The Hunter Run! In the"
Environment,"I.It could be snow, the way it floats, or ash from ancient volcanoes awake and exploding. But insteadit’s seeds wrapped in something like down, released by the thousands from cottonwood trees. If they land near water they growbut mostly they don’t.The sun starts to set and the air turns the color of"
Environment,"I'd lean close, my ear to her whisper and roar, her tongue scattered with stars. She'd belt her brassy voice over the waves' backbeat. No one sings better than her. Would she ever bite the inside of her cheek? Would she yell at the moon to quit tugging at her hem, or would she whistle, drop her blue dress"
Environment,"I'd like to see the tree as it once stood before me, childhood, the branch and leaf a single form of transport, ecstasy shaking my body I give to the leaves, the leaves return, my stare all interchange.But that was when I had a sky to name since I had a belief in constancy like everyone."
Environment,"If tired of trees I seek again mankind,    Well I know where to hie me—in the dawn,    To a slope where the cattle keep the lawn.There amid lolling juniper reclined,Myself unseen, I see in white defined    Far off the homes of men, and farther still    The graves of men on"
Environment,ILike a gondola of green scented fruits
Environment,In spring of youth it was my lotTo haunt of the wide earth a spotThe which I could not love the less—So lovely was the loneliness
Environment,"In the Sixties Nabokov switchedfrom ink to eraser- topped pencilon index cardsa box of cards for Adaa boxof cards for dreams whose ""curious features""include ""erotic tenderness and heart-rending enchantment""in one draft he traded ""stillness and heat""for ""silence, a burning"""
Environment,"In Xanadu did Kubla Khan A stately pleasure dome decree: Where Alph, the sacred river, ran Through caverns measureless to man Down to a sunless sea. So twice five miles of fertile ground With walls and towers were girdled round: And there were gardens bright with sinuous rills, Where blossomed many an incense-bearing tree; And"
Environment,into the smitingsky tensewithblend ingthetreeleaps a stiffened exquisite iwait
Environment,"Is it agony that has bleached them to such beauty? Their standis at the edge of our property—white spires like fingers, through which the deer emerge with all the tentative grace of memory. Your fatherloved these trees. When you try to imagine his childhood, it is all oldfootage, in"
Environment,"It didn't weep the way a willow should. Planted all alone in the middle of the field by the bachelor who sold our house to us, shoulder height when our daughter was born, it grew eight feet a year until it blocked the view through the first-, then the second- story windows, its straggly canopy obstructing our"
Environment,"It was a clandestine winter of television; We were so tired of the fashion blogs.The moist world was doing what it could To think at pinkish dusk.I say this from the position of having already been emptied That summer I heard the chora in the beergarden.Vitality, monstrosity, sociability, anarchy—these are standing in for"
Environment,"It was time that was the tenderness—eden, as it isin need of and tolerating no history—thus no tracks of conventionalism in our shared patched boot and oversoul pasts—just new snow, crossed through like uncommon winter birds do—making paths invisible but to few "
Environment,"It's a year almost that I have not seen her: Oh, last summer green things were greener, Brambles fewer, the blue sky bluer.It's surely summer, for there's a swallow: Come one swallow, his mate will follow, The bird race quicken and wheel and thicken.Oh happy swallow whose mate will follow O'er height, o'er hollow! I'd"
Environment,"Late evening, metals bolstering our houses finish acting like anything but themselves. Bauxite, copper, rodswe bored into under aegis of trees: forgetting injected fluid, cracks in unwitting steel. Years later, a landmineexcavates us—crack-seal veins bubbling up, flaring out—formations pressurized from inside. Silica lingersin brushed air. Silos empty to wind, grainy clouds we hardly see. Is breath our only"
Environment,"Like animals moving dailythrough the same open field,it should be easier to distinguishlight from dark, fabricationsfrom memory, rain on a sliverof grass from dew appearingovernight. In these momentsof desperation, a sentenceserves as a halo, the moonhidden so the stars eclipseour daily becoming. You thinkit should be easier to defineone’s path,"
Environment,"Lo! in the painted oriel of the West,Whose panes the sunken sun incarnadines,Like a fair lady at her casement, shinesThe evening star, the star of love and rest!And then anon she doth herself divestOf all her radiant garments, and reclinesBehind the sombre screen of yonder pines,With slumber and soft dreams"
Environment,"Lovers of beauty laugh at this grey town,     Where dust lies thick on ragged curb-side trees,And compass-needle streets lead up and down     And lose themselves in empty prairie seas.Here is no winding scented lane, no hill     Crowned with a steepled church, no garden wallOf old grey stone"
Environment,"Meanwhile, a splash of blue paint falls from SUBJECT 199's bucket, traverses the sidewalk, travels down the one-way street, colors the roads, the signposts, and the streetlights in the new true hue and forks into a hundred paths that lead to a thousand houses, coating the fences and gates, blanketing"
Environment,"Memory—died August 3, 2015.  Thedeath was not sudden but slowly over adecade.  I wonder if, when people die,they  hear  a  bell.   Or  if  they  tastesomething sweet, or if they feel a knifecutting them in half, dragging throughthe flesh like sheet cake.  The caretakerwho witnessed my mother’s death quit. She holds the"
Environment,"Mine are the night and morning, The pits of air, the gulf of space, The sportive sun, the gibbous moon, The innumerable days.I hid in the solar glory, I am dumb in the pealing song, I rest on the pitch of the torrent, In slumber I am strong.No numbers have counted my tallies, No tribes my house"
Environment,"More than the fuchsia funnels breaking outof the crabapple tree, more than the neighbor’salmost obscene display of cherry limbs shovingtheir cotton candy-colored blossoms to the slatesky of Spring rains, it’s the greening of the treesthat really gets to me. When all the shock of whiteand taffy, the world’s baubles and"
Environment,Much have I spoken of the faded leaf;
Environment,"My hands are murder-red. Many a plump headdrops on the heap in the basket. Or, ripeto bursting, they might be hearts, matchingthe blackbird’s wing-fleck. Gripped to a reedhe shrieks his ko-ka-ree in the next field.He’s left his peck in some juicy cheeks, whenat first blush and mostly white, they showedstreaks"
Environment,"My words are dust. I who would build a star, I who would touch the heel of the white sun; Staggering up the inaccessible sky, I look upon the dust.The stainless clouds go mounting In shining spires; And a little heap of dust Are my desires.Yet, dwelling long upon these peaks Unchained upon the flickering western sky, I have"
Environment,"Neither your face, Higera, nor your deedsAre known to me; and death these many yearsRetains you, under grass or forest-mould.Only a rivulet bears your name: it runsDeep-hidden in undeciduous redwood shadeAnd trunks by age made holy, streaming downA valley of the Santa Lucian hills.There have I stopped, and though the"
Environment,"New fronds unfurl from the jointsof older ones, like fists slow to open in forgiveness but will inevitably inforgetfulness—that kind of newness green as the green of new ferns snaking fastup the old hosts’ throats turning brownbeneath the ever-creep without a sound (to us— all we hear’s waves)."
Environment,"No gate, no main entrance, no ticket, no ranger. Not farFrom where Frost once raised chickens and ill-fated children, nearWhere the Old Man’s glacier-hewn face though bolstered toIts godlike roost by rods and turnbuckles slidFrom our fledgling millennium into oblivion,You can cross the Pemigewasset on a bridgeThen, compass-north but southbound"
Environment,"No melancholy days are these!     Not where the maple changing stands,Not in the shade of fluttering oaks,            Nor in the bandsOf twisting vines and sturdy shrubs,     Scarlet and yellow, green and brown,Falling, or swinging on their stalks,            Is Sorrow’s crown.The sparkling fields of dewy grass,     Woodpaths and roadsides decked with"
Environment,"No wind, no bird. The river flames like brass.On either side, smitten as with a spellOf silence, brood the fields. In the deep grass,Edging the dusty roads, lie as they fellHandfuls of shriveled leaves from tree and bush.But ’long the orchard fence and at the gate,Thrusting their saffron torches through"
Environment,Nothing is so beautiful as spring—
Environment,"November’s days are thirty:November’s earth is dirty,Those thirty days, from first to last;And the prettiest thing on ground are the pathsWith morning and evening hobnails dinted,With foot and wing-tip overprintedOr separately charactered,Of little beast and little bird.The fields are mashed by sheep, the roadsMake the worst going, the best the"
Environment,"O golden month! How high thy gold is heaped! The yellow birch-leaves shine like bright coins strung On wands; the chestnut's yellow pennons tongue To every wind its harvest challenge. Steeped In yellow, still lie fields where wheat was reaped; And yellow still the corn sheaves, stacked among The yellow gourds, which from the earth have"
Environment,"O Winter! frozen pulse and heart of fire,What loss is theirs who from thy kingdom turnDismayed, and think thy snow a sculptured urnOf death! Far sooner in midsummer tireThe streams than under ice. June could not hireHer roses to forego the strength they learnIn"
Environment,"O world, I cannot hold thee close enough!Thy winds, thy wide grey skies!Thy mists that roll and rise!Thy woods, this autumn day, that ache and sagAnd all but cry with colour! That gaunt cragTo crush! To lift the lean of that black bluff!World, World, I cannot get thee close enough!Long"
Environment,"Oh strong-ridged and deeply hollowednose of mine! what will you not be smelling?What tactless asses we are, you and I, boney nose,always indiscriminate, always unashamed,and now it is the souring flowers of the bedraggledpoplars: a festering pulp on the wet earthbeneath them. With what deep thirstwe quicken our desiresto that"
Environment,"Oh, give us pleasure in the flowers to-day; And give us not to think so far away As the uncertain harvest; keep us here All simply in the springing of the year.Oh, give us pleasure in the orchard white, Like nothing else by day, like ghosts by night; And make us happy in the happy"
Environment,"On deck, beneath the awning, I dozing lay and yawning; It was the gray of dawning, Ere yet the sun arose; And above the funnel's roaring, And the fitful wind's deploring, I heard the cabin snoring With"
Environment,On summer afternoons I sit Quiescent by you in the park And idly watch the sunbeams gild And tint the ash-trees' bark.Or else I watch the squirrels frisk And chaffer in the grassy lane
Environment,"Only one grass whistles out the tooth of my horse And the moon drops fast behind the fences And the wheat lolls back And waits for deathI could see the sea from where I was My mesh hat shone blueThe jagged cheek of Gibraltar Solid, sucked in the mouth and never melting Where my dog’s warm"
Environment,"Our heart wanders lost in the dark woods. Our dream wrestles in the castle of doubt. But there's music in us. Hope is pushed down but the angel flies up again taking us with her. The summer mornings begin inch by inch while we sleep, and walk with us later as long-legged beauty through the dirty streets."
Environment,"Out walking in the frozen swamp one grey day I paused and said, ""I will turn back from here. No, I will go on farther—and we shall see."" The hard snow held me, save where now and then One foot went down. The view was all in lines Straight up and down of tall slim"
Environment,"Perhaps the purpose of leaves is to conceal the verticality of trees which we notice in December as if for the first time: row after row of dark forms yearning upwards. And since we will be horizontal ourselves for so long, let us now honorthe gods of the vertical: stalks of wheat which to the ant must seem as high as these trees do to us, silos and telephone"
Environment,"Property is death: they had a body crammed in a mailbox and it was just a brown suit with bones sticking out—and fathers lost in blowing snow—and mothers drift in blowing leaves, and all the lies in any town—work was my salvation he said work was always"
Environment,"Rain interchangeable with the walls it falls against alphabetless like a neon ring above an extincted window showcasing something formerly fabulous now kinda poignantly disappeared. I guess that means we're back in Seaside (since we must begin somewhere) and it's probably summer but can't be as long ago as the date you suggest since I wouldn't have been born, or quietly gagging at the sentence"
Environment,"Recall the frontier when the businessof memory booms, when broadbands uncoil        and clouds swell with sticky portals, amassing        to a monsoon of live-streams.        Burn your chattel to keep the cloud afloat so its tears can freeze to snow.The voice flatlines in this season of pulp:The artist makes miniature"
Environment,Redwinged blackbirds in the cattail pond— today I kicked and flipped a wingin the sand and saw it was a shearedoff flicker's. Yesterday's rain has left
Environment,"Said the Barnacle,You enchant me, with your carnival of force.Yours is a system of slow.There is you, the pulley and there is"
Environment,"She breathed a chill that slowed the sapinside the phloem, stood perfectly still inside the dark, then walked to a fieldwhere the distance crooned in a smallblue voice how close it is, how the gravityof sky pulls you up like steam from the arch. She sang along until"
Environment,"She’ll hold her hand out a window on a June day, snatch a chubby fistful of air, clutch it all night beneath her sheets. Out of a dream of flight she’ll emerge, vast as a yard of clover, and fall like a comforter over the neighborhood. Then she’ll shimmerlike a maple in the wind."
Environment,"Shiitake, velvet foot, hen of the woods, woodear, cloud ear, slippery jack, brown wreathsof Polish borowik dried and hangingin the stalls of a Krakow market—all thesewere years away from the room where I layonce, studying the contours of your sexas if it were some subterranean speciesI’d"
Environment,"shoals   in sparked night real creatures crushed by heated hunter gathers me, in"
Environment,"sing manatee, manatee (you’d better praise all you can he said) all the trembling day & passing before her captivity"
Environment,Siwashing It Out Once in Suislaw ForestI slept under rhododendron All nightblossoms fell Shivering on
Environment,"Softly the water ripplesAgainst the canoe's curving side, Softly the birch trees rustle"
